Row Labels;Count of visitId
9,83E+17;2
9,84E+17;1
9,84E+17;5
9,84E+17;1
9,84E+17;1
9,84E+17;1
9,84E+17;1
9,84E+17;1
9,84E+17;1
9,84E+17;2
9,84E+17;2
9,84E+17;2
9,84E+17;1
9,85E+17;1
9,85E+17;1
9,85E+17;1
9,85E+17;1
9,85E+17;1
9,85E+17;1
9,85E+17;1
9,85E+17;1
9,85E+17;1
9,85E+17;1
9,86E+17;1
9,86E+17;1
9,86E+17;2
9,86E+17;1
9,86E+17;9
9,86E+17;1
9,86E+17;1
9,86E+17;1
9,86E+17;1
9,86E+17;1
9,86E+17;1
9,86E+17;1
9,86E+17;1
9,86E+17;1
9,87E+17;1
9,87E+17;2
9,87E+17;1
9,87E+17;1
9,87E+17;1
9,87E+17;1
9,87E+17;1
9,87E+17;1
9,87E+17;1
9,87E+17;1
9,88E+17;1
9,88E+17;1
9,89E+17;1
9,89E+17;1
9,89E+17;1
9,89E+17;1
9,89E+17;1
9,89E+17;1
9,89E+17;1
9,89E+17;1
9,89E+17;1
9,89E+17;1
9,89E+17;1
9,89E+17;1
9,89E+17;2
9,89E+17;1
9,90E+17;3
9,90E+17;3
9,90E+17;1
9,90E+17;2
9,90E+17;2
9,90E+17;1
9,90E+17;3
9,90E+17;3
9,90E+17;1
9,90E+17;1
9,90E+17;1
9,90E+17;1
9,91E+17;1
9,91E+17;1
9,91E+17;1
9,91E+17;1
9,91E+17;1
9,91E+17;1
9,92E+17;1
9,92E+17;1
9,92E+17;1
9,92E+17;1
9,92E+17;2
9,92E+17;1
9,92E+17;1
9,92E+17;1
9,92E+17;4
9,92E+17;1
9,92E+17;1
9,92E+17;1
9,92E+17;1
9,92E+17;1
9,92E+17;1
9,93E+17;1
9,93E+17;1
9,93E+17;1
9,93E+17;1
9,93E+17;1
9,93E+17;1
9,93E+17;2
9,93E+17;1
9,93E+17;1
9,93E+17;1
9,93E+17;4
9,94E+17;1
9,94E+17;1
9,94E+17;1
9,94E+17;1
9,94E+17;2
9,94E+17;1
9,94E+17;1
9,94E+17;1
9,94E+17;1
9,94E+17;1
9,94E+17;1
9,94E+17;1
9,94E+17;1
9,95E+17;3
9,95E+17;1
9,95E+17;1
9,95E+17;1
9,95E+17;1
9,95E+17;1
9,96E+17;1
9,96E+17;1
9,96E+17;1
9,96E+17;1
9,96E+17;2
9,96E+17;1
9,96E+17;1
9,96E+17;1
9,96E+17;1
9,96E+17;1
9,96E+17;2
9,97E+17;1
9,97E+17;1
9,97E+17;1
9,97E+17;1
9,97E+17;2
9,97E+17;1
9,97E+17;1
9,97E+17;2
9,97E+17;1
9,97E+17;1
9,98E+17;1
9,98E+17;1
9,98E+17;1
9,98E+17;1
9,98E+17;1
9,98E+17;1
9,98E+17;1
9,98E+17;1
9,98E+17;6
9,98E+17;1
9,98E+17;1
9,98E+17;4
9,98E+17;1
9,98E+17;1
9,99E+17;1
9,99E+17;1
9,99E+17;1
9,99E+17;3
9,99E+17;2
9,99E+17;1
9,99E+17;1
9,99E+17;1
9,99E+17;3
9,99E+17;1
9,99E+17;1
9,99E+17;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;2
1,00E+18;1
1,00E+18;2
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,00E+18;1
1,01E+18;1
1,01E+18;12
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;2
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;2
1,01E+18;1
1,01E+18;2
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;2
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,01E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;3
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;2
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;2
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,02E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;4
1,03E+18;1
1,03E+18;1
1,03E+18;3
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;2
1,03E+18;1
1,03E+18;1
1,03E+18;2
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;2
1,03E+18;1
1,03E+18;3
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,03E+18;2
1,03E+18;2
1,03E+18;15
1,03E+18;3
1,03E+18;1
1,03E+18;1
1,03E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;3
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;2
1,04E+18;1
1,04E+18;2
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;2
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;4
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;3
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;2
1,04E+18;1
1,04E+18;2
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,04E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;2
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;2
1,05E+18;1
1,05E+18;1
1,05E+18;2
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;2
1,05E+18;1
1,05E+18;1
1,05E+18;8
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;2
1,05E+18;1
1,05E+18;1
1,05E+18;2
1,05E+18;2
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;3
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;3
1,05E+18;1
1,05E+18;1
1,05E+18;1
1,05E+18;2
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;2
1,06E+18;1
1,06E+18;3
1,06E+18;2
1,06E+18;2
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;2
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;2
1,06E+18;3
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;2
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;2
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;2
1,06E+18;1
1,06E+18;2
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;4
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,06E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;2
1,07E+18;1
1,07E+18;1
1,07E+18;2
1,07E+18;1
1,07E+18;1
1,07E+18;2
1,07E+18;2
1,07E+18;1
1,07E+18;1
1,07E+18;5
1,07E+18;2
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;2
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;3
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;2
1,07E+18;7
1,07E+18;2
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,07E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;2
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;5
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;2
1,08E+18;2
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;2
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;2
1,08E+18;2
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;1
1,08E+18;2
1,09E+18;2
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;2
1,09E+18;3
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;2
1,09E+18;1
1,09E+18;4
1,09E+18;3
1,09E+18;2
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;2
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,09E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;3
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;3
1,10E+18;1
1,10E+18;3
1,10E+18;1
1,10E+18;1
1,10E+18;2
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;3
1,10E+18;1
1,10E+18;1
1,10E+18;2
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;2
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;2
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;2
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,10E+18;1
1,11E+18;1
1,11E+18;2
1,11E+18;1
1,11E+18;1
1,11E+18;3
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;3
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;2
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;2
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;2
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;2
1,11E+18;1
1,11E+18;4
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,11E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;2
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;2
1,12E+18;1
1,12E+18;1
1,12E+18;2
1,12E+18;1
1,12E+18;1
1,12E+18;2
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;3
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;5
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;1
1,12E+18;2
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;6
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;3
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;2
1,13E+18;1
1,13E+18;1
1,13E+18;2
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;2
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;3
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;2
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;2
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;1
1,13E+18;2
1,14E+18;1
1,14E+18;1
1,14E+18;2
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;2
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;2
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;9
1,14E+18;1
1,14E+18;1
1,14E+18;2
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;1
1,14E+18;2
1,14E+18;1
1,14E+18;1
1,15E+18;3
1,15E+18;1
1,15E+18;1
1,15E+18;4
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;3
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;2
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;2
1,15E+18;1
1,15E+18;10
1,15E+18;2
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;7
1,15E+18;1
1,15E+18;1
1,15E+18;3
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;1
1,15E+18;2
1,15E+18;1
1,16E+18;1
1,16E+18;1
1,16E+18;1
1,16E+18;6
1,16E+18;1
1,16E+18;1
1,16E+18;2
1,16E+18;1
1,16E+18;1
1,16E+18;1
1,16E+18;3
1,16E+18;1
1,16E+18;1
1,16E+18;1
1,16E+18;2
1,16E+18;1
1,16E+18;1
1,16E+18;1
1,16E+18;1
1,16E+18;1
1,16E+18;1
1,16E+18;2
1,16E+18;1
1,16E+18;2
1,16E+18;1
1,16E+18;1
1,16E+18;1
1,16E+18;1
1,16E+18;1
1,16E+18;1
1,16E+18;4
1,16E+18;1
1,16E+18;1
1,16E+18;1
1,16E+18;2
1,16E+18;1
1,16E+18;1
1,16E+18;2
1,16E+18;1
1,16E+18;2
1,16E+18;1
1,16E+18;1
1,16E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;7
1,17E+18;1
1,17E+18;2
1,17E+18;2
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;2
1,17E+18;1
1,17E+18;1
1,17E+18;2
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;2
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;2
1,17E+18;2
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;1
1,17E+18;3
1,17E+18;1
1,17E+18;4
1,17E+18;2
1,17E+18;1
1,17E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;2
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;2
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;4
1,18E+18;1
1,18E+18;2
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,18E+18;1
1,19E+18;2
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;3
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;2
1,19E+18;1
1,19E+18;2
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;3
1,19E+18;2
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;3
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,19E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;2
1,20E+18;1
1,20E+18;3
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;2
1,20E+18;1
1,20E+18;1
1,20E+18;2
1,20E+18;2
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;6
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,20E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;2
1,21E+18;1
1,21E+18;2
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;2
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;3
1,21E+18;1
1,21E+18;2
1,21E+18;1
1,21E+18;1
1,21E+18;2
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;3
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;2
1,21E+18;1
1,21E+18;2
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;2
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,21E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;2
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;2
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;2
1,22E+18;1
1,22E+18;2
1,22E+18;7
1,22E+18;1
1,22E+18;2
1,22E+18;1
1,22E+18;1
1,22E+18;2
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,22E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;2
1,23E+18;3
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;2
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;2
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;2
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;3
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,23E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;2
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;2
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;4
1,24E+18;1
1,24E+18;1
1,24E+18;2
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;1
1,24E+18;2
1,24E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;2
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;2
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;4
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;7
1,25E+18;1
1,25E+18;3
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;3
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;3
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,25E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;3
1,26E+18;1
1,26E+18;3
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;2
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;2
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;2
1,26E+18;3
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,26E+18;1
1,27E+18;1
1,27E+18;2
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;2
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;2
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;3
1,27E+18;1
1,27E+18;2
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;2
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;2
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;2
1,27E+18;1
1,27E+18;1
1,27E+18;1
1,27E+18;1
